City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,mahanoro,-19.9,48.8,23.15,70,65,1.1,MG,1691649115
364,lobujya,27.95,86.8167,7.8,83,97,2.9,NP,1691649116
365,amga,60.8953,131.9608,21.82,59,67,2.88,RU,1691649116
366,boyolangu,-8.1181,111.8935,29.43,100,4,4.87,ID,1691649116
367,kill devil hills,36.0307,-75.676,26.66,73,0,3.6,US,1691649116
368,ghadamis,30.1337,9.5007,30.18,20,0,4.37,LY,1691649116
369,essaouira,31.5125,-9.77,25.72,72,20,1.54,MA,1691649117
370,mabaruma,8.2,-59.7833,23.31,94,28,1.37,GY,1691649117
371,jiuquan,39.7432,98.5174,22.06,62,100,6.21,CN,1691649117
372,upington,-28.4478,21.2561,14.21,35,0,6.69,ZA,1691649117
373,flying fish cove,-10.4217,105.6791,26.82,73,75,5.66,CX,1691649117
374,aykhal,66.0,111.5,24.14,50,54,6.32,RU,1691648831
375,patterson,37.4716,-121.1297,22.25,56,0,1.56,US,1691649118
376,i-n-salah,27.1935,2.4607,33.57,15,0,5.11,DZ,1691649118
377,alappuzha,9.49,76.3264,30.0,80,100,4.6,IN,1691649118
378,usinsk,65.9939,57.5281,18.55,50,0,4.49,RU,1691649119
379,cole harbour,44.6724,-63.4751,18.87,91,100,3.6,CA,1691649119
380,reitz,-27.8014,28.4273,9.14,69,0,3.69,ZA,1691649119
381,angaur state,6.906,134.13,28.14,80,100,8.76,PW,1691649119
382,mirnyy,62.5353,113.9611,27.91,37,31,4.02,RU,1691649121
383,cockburn town,21.4612,-71.1419,28.63,78,95,7.67,TC,1691648911
384,lodja,-3.4833,23.4333,29.83,48,39,0.73,CD,1691649121
385,nguigmi,14.2495,13.1092,27.13,66,100,4.29,NE,1691649121
386,codrington,-38.2667,141.9667,11.37,76,100,4.35,AU,1691649121
387,zyryanovsk,49.7386,84.2719,28.86,27,0,0.7,KZ,1691649122
388,yvetot,49.6174,0.7581,15.63,76,3,3.22,FR,1691649122
389,katsuren-haebaru,26.3369,127.8719,33.21,66,40,2.57,JP,1691649122
390,usogorsk,63.4106,48.6872,26.51,46,0,1.09,RU,1691649122
391,laguna,38.421,-121.4238,23.58,66,0,3.6,US,1691649123
392,parabel',58.6978,81.4825,13.34,81,100,4.96,RU,1691649123
393,fale old settlement,-9.3852,-171.2468,28.31,78,95,6.58,TK,1691648867
394,pokhara,28.2333,83.9833,26.75,89,82,1.32,NP,1691648959
395,beyla,8.6833,-8.6333,20.48,99,100,2.09,GN,1691649123
396,qaqortoq,60.7167,-46.0333,6.21,78,0,0.84,GL,1691649124
397,kiunga,-6.1219,141.2906,27.12,69,100,1.33,PG,1691649124
398,yuto,-23.6434,-64.4719,12.47,66,0,1.56,AR,1691649124
399,barcelos,41.5388,-8.6151,19.4,86,13,0.96,PT,1691649124
400,dwarka,22.2394,68.9678,28.41,77,100,9.52,IN,1691649125
401,petropavlovsk-kamchatsky,53.0452,158.6483,16.33,77,75,6.0,RU,1691649125
402,ubari,26.5921,12.7805,25.06,35,0,3.45,LY,1691648828
403,saint joseph,39.7686,-94.8466,20.87,94,0,0.92,US,1691649125
404,ulladulla,-35.35,150.4667,14.67,53,51,3.15,AU,1691649126
405,bereket,39.2446,55.5154,39.04,14,0,3.52,TM,1691649126
406,cidade velha,14.9167,-23.6167,25.26,73,20,5.14,CV,1691648917
407,dalnegorsk,44.5604,135.5701,17.97,100,100,0.45,RU,1691649126
408,boujniba,32.9005,-6.7746,29.2,31,2,2.94,MA,1691649126
409,zaraysk,54.7653,38.8836,21.99,59,10,3.22,RU,1691649127
410,malinyi,-8.9333,36.1333,26.28,43,37,0.59,TZ,1691649127
411,daday,41.4787,33.4667,20.26,56,0,1.08,TR,1691649127
412,priozersk,61.0393,30.1291,19.89,55,0,2.82,RU,1691649127
413,petrozavodsk,61.7849,34.3469,18.7,77,40,5.0,RU,1691649128
414,sao francisco,-15.9486,-44.8644,20.49,62,0,3.29,BR,1691648924
415,puerto armuelles,8.2833,-82.8667,27.27,91,100,1.34,PA,1691648913
416,tomohon,1.3346,124.8392,27.52,79,89,1.22,ID,1691649128
417,xilin hot,43.9667,116.0333,31.54,33,82,3.27,CN,1691649128
418,manda,-10.4667,34.5833,23.37,51,29,3.2,TZ,1691649128
419,aswan,24.0934,32.907,34.61,22,0,4.12,EG,1691649129
420,lethem,3.3803,-59.7968,24.76,79,49,2.39,GY,1691649129
421,ondjiva,-17.0667,15.7333,18.55,28,22,3.34,AO,1691649129
422,taoudenni,22.6783,-3.9836,36.23,26,4,2.33,ML,1691649129
423,chust,41.0094,71.2287,31.66,17,0,3.52,UZ,1691649130
424,magadan,59.5667,150.8,20.85,62,6,4.23,RU,1691649130
425,kismayo,-0.3582,42.5454,26.46,70,57,7.28,SO,1691649130
426,deqen,29.9618,90.7188,19.39,56,72,2.42,CN,1691649130
427,santo antonio do sudoeste,-26.0736,-53.7253,16.16,97,100,1.35,BR,1691649130
428,vyazemskiy,47.5378,134.7525,21.34,94,100,3.38,RU,1691649131
429,houlton,46.1262,-67.8403,16.23,82,0,2.06,US,1691649131
430,ancud,-41.8697,-73.8203,10.57,89,100,8.29,CL,1691649131
431,bhattarai danda,27.8828,83.9314,29.82,82,89,1.64,NP,1691649132
432,virac,13.6333,124.2167,27.23,69,100,1.95,PH,1691649132
433,okhotsk,59.3833,143.3,16.38,69,6,4.14,RU,1691649132
434,lantana,26.5867,-80.052,28.91,86,0,1.54,US,1691649132
435,xam nua,20.4197,104.0439,28.11,73,100,0.48,LA,1691649132
436,yemva,62.59,50.8594,25.29,41,0,1.99,RU,1691649133
437,fada,9.5667,8.3,20.44,96,100,1.32,NG,1691649133
438,pajan,-1.5667,-80.4167,22.1,93,54,0.98,EC,1691649133
439,trevelin,-43.0858,-71.4639,5.71,92,98,2.29,AR,1691649133
440,novoutkinsk,56.993,59.5571,23.17,58,99,3.54,RU,1691649134
441,victorica,-36.2151,-65.4359,10.76,76,100,4.92,AR,1691649134
442,'ain benian,36.8028,2.9219,23.03,58,0,1.07,DZ,1691649134
443,lautoka,-17.6167,177.4667,20.92,88,75,5.14,FJ,1691649134
444,buala,-8.145,159.5921,26.02,87,90,4.51,SB,1691649135
445,port shepstone,-30.7414,30.455,18.52,78,37,5.9,ZA,1691649135
446,pontes e lacerda,-15.2261,-59.3353,23.69,48,0,1.03,BR,1691649135
447,pandan,14.0453,124.1694,31.64,63,100,1.52,PH,1691649135
448,altay,47.8667,88.1167,25.3,43,12,3.26,CN,1691649136
449,vorotynets,56.0603,45.8633,26.99,43,13,3.56,RU,1691649136
450,kolobrzeg,54.1757,15.5834,15.48,74,63,9.43,PL,1691649005
451,norilsk,69.3535,88.2027,19.68,40,55,7.39,RU,1691649005
452,piti village,13.4626,144.6933,29.49,83,20,5.14,GU,1691649137
453,preobrazheniye,42.9019,133.9064,19.73,94,100,6.96,RU,1691649137
454,harper,4.375,-7.7169,24.15,83,100,5.01,LR,1691649137
455,kuqa,41.7278,82.9364,34.82,14,0,1.96,CN,1691649137
456,happy valley-goose bay,53.3168,-60.3315,14.17,88,100,1.54,CA,1691649138
457,xianning,29.8833,114.2167,33.16,58,3,3.73,CN,1691649138
458,kurumkan,54.3,110.3,18.23,94,100,0.69,RU,1691649138
459,plastun,44.7561,136.2939,17.46,98,100,3.34,RU,1691649134
460,qarauyl,48.9451,79.255,28.33,32,100,7.91,KZ,1691649138
461,remire-montjoly,4.9167,-52.2667,23.02,100,0,0.0,GF,1691649139
462,astrakhan,46.3497,48.0408,29.93,48,40,4.0,RU,1691649139
463,la'ie,21.6477,-157.9253,26.98,72,5,8.27,US,1691649139
464,the pas,53.8251,-101.2541,10.01,87,0,1.03,CA,1691649139
465,yerofey pavlovich,53.9667,121.9667,26.47,36,99,3.73,RU,1691649140
466,cheremkhovo,53.1561,103.0675,23.25,59,100,4.97,RU,1691649140
467,eureka,40.8021,-124.1637,17.18,92,60,0.89,US,1691648960
468,yamoussoukro,6.8206,-5.2767,22.94,94,100,2.06,CI,1691649140
469,emerald,-23.5333,148.1667,24.08,34,0,2.18,AU,1691648980
470,ta`u,-14.2336,-169.5144,27.63,75,33,6.48,AS,1691648874
471,energodar,47.4987,34.6574,25.48,50,3,7.31,UA,1691649141
472,ulety,51.3572,112.4849,18.98,87,100,3.07,RU,1691649141
473,dali,25.7,100.1833,24.73,66,72,0.56,CN,1691649141
474,la ronge,55.1001,-105.2842,17.14,55,75,5.66,CA,1691649142
475,duong dong,10.2167,103.9667,31.0,79,40,6.17,VN,1691649142
476,santyoku,37.4406,129.1708,25.2,92,100,12.51,KR,1691649142
477,lejanias,3.5251,-74.0216,19.21,89,100,2.95,CO,1691649142
478,plymouth,41.8334,-70.8328,22.15,75,0,2.57,US,1691649143
479,as sulayyil,20.4607,45.5779,37.14,7,27,1.73,SA,1691649143
480,say,13.1007,2.3689,25.31,85,100,4.6,NE,1691649144
481,caxias,38.7031,-9.2767,20.82,87,20,1.54,PT,1691649145
482,chebba,35.2372,11.115,26.05,49,0,3.47,TN,1691649145
483,port saint john's,-31.6229,29.5448,18.99,72,7,4.44,ZA,1691649145
484,timimoun,29.2639,0.231,29.21,17,0,3.09,DZ,1691649145
485,diego de almagro,-26.3667,-70.05,14.2,50,73,1.64,CL,1691649145
486,vernon,50.2581,-119.2691,21.2,68,97,0.51,CA,1691649146
487,sao tome,0.3365,6.7273,22.02,94,40,1.54,ST,1691648949
488,rockingham,42.9668,-71.0995,20.86,83,85,2.24,US,1691649146
489,ternate,0.8,127.4,28.18,70,72,5.42,ID,1691649146
490,berdigestyakh,62.0989,126.6992,24.56,47,81,4.88,RU,1691649147
491,mont-dore,-22.2833,166.5833,18.99,58,3,6.51,NC,1691649147
492,fang,19.9169,99.2145,30.34,66,100,1.38,TH,1691649147
493,paradip garh,20.3167,86.6167,33.06,56,100,3.09,IN,1691649148
494,orange walk,17.8333,-88.8333,24.56,98,25,1.13,BZ,1691649148
495,pionerskiy,54.9508,20.2275,16.53,74,100,8.29,RU,1691649148
496,pizarro,4.9533,-77.366,25.73,88,90,1.56,CO,1691649148
497,kingscliff,-28.2667,153.5667,20.96,60,0,8.23,AU,1691649148
498,novyy urgal,51.0736,132.5642,27.61,35,74,0.65,RU,1691649149
499,vangaindrano,-23.35,47.6,22.28,79,3,1.77,MG,1691649149
500,jhang sadr,31.2715,72.3284,40.7,29,86,4.37,PK,1691649149
501,guayaramerin,-10.8368,-65.3614,24.29,63,32,1.04,BO,1691649149
502,uxbridge,42.0773,-71.6295,20.92,75,16,2.7,US,1691649150
503,umba,66.6871,34.3429,18.8,67,0,5.18,RU,1691649150
504,san clemente,33.427,-117.612,22.65,89,92,2.24,US,1691649150
505,cotoca,-17.8167,-63.05,21.92,55,0,5.6,BO,1691649151
506,port augusta,-32.5,137.7667,14.5,53,0,5.64,AU,1691649151
507,thoen,17.6129,99.2161,31.05,62,100,1.86,TH,1691649151
508,queenstown,-31.8976,26.8753,11.2,58,12,2.0,ZA,1691648948
509,kristiansund,63.1115,7.732,11.36,87,75,1.03,NO,1691649151
510,sinabang,2.4803,96.3801,27.16,76,100,1.38,ID,1691649152
511,sao joao da barra,-21.6403,-41.0511,21.23,87,41,5.0,BR,1691649125
512,belyy yar,53.6039,91.3903,26.94,41,0,4.0,RU,1691649152
513,villa dolores,-31.9459,-65.1896,15.4,57,100,5.77,AR,1691649152
514,san pedro pochutla,15.7333,-96.4667,25.4,90,100,1.23,MX,1691649152
515,ndele,8.4109,20.6473,23.21,86,95,0.61,CF,1691649153
516,kenora,49.8167,-94.4337,12.54,87,40,1.79,CA,1691648978
517,barra da estiva,-13.6261,-41.3269,12.4,93,2,0.87,BR,1691649153
518,san fernando de apure,7.8878,-67.4724,23.5,96,100,0.75,VE,1691649153
519,waiuku,-37.25,174.75,10.7,87,100,4.53,NZ,1691649154
520,vila velha,-20.3297,-40.2925,22.97,92,75,3.6,BR,1691648886
521,cudillero,43.5622,-6.1459,20.5,91,0,0.0,ES,1691649154
522,colares,38.7992,-9.4469,20.74,88,20,7.15,PT,1691649154
523,novobod,39.0108,70.1508,30.84,17,0,2.05,TJ,1691649155
524,gloucester,51.8657,-2.2431,19.01,78,0,0.45,GB,1691649155
525,banikoara,11.2985,2.4386,22.44,95,100,2.42,BJ,1691649155
526,undurkhaan,47.3194,110.6556,23.2,53,99,4.55,MN,1691649155
527,berezovyy,51.6667,135.7,21.34,59,100,1.57,RU,1691649155
528,yaring,6.8662,101.3689,35.16,61,46,3.2,TH,1691649156
529,wanning,18.8003,110.3967,33.72,56,70,6.54,CN,1691649156
530,saint-joseph,-21.3667,55.6167,23.04,76,23,1.05,RE,1691649156
531,yorkton,51.2167,-102.4677,9.91,93,20,3.6,CA,1691649156
532,shakhtinsk,49.71,72.5872,28.95,34,92,6.97,KZ,1691649156
533,kulu,39.0951,33.0799,26.42,46,0,2.81,TR,1691649157
534,nsunga,-1.1439,31.3947,25.8,43,48,2.18,TZ,1691649157
535,kibre mengist,5.8833,38.9833,15.91,87,100,1.33,ET,1691649157
536,labrador city,52.9463,-66.9114,10.95,100,100,1.03,CA,1691649157
537,vilyuchinsk,52.9306,158.4028,17.15,68,7,1.79,RU,1691649157
538,urangan,-25.3,152.9,19.47,60,0,3.9,AU,1691649158
539,zouerate,22.7187,-12.4521,29.72,23,0,4.05,MR,1691649158
540,isla mujeres,21.2311,-86.731,30.09,81,6,4.61,MX,1691649158
541,oropesa del mar,40.1,0.15,33.35,68,39,2.36,ES,1691649158
542,alexandroupoli,40.8475,25.8744,24.9,50,20,4.12,GR,1691649159
543,tromso,69.6496,18.957,20.77,77,20,2.06,NO,1691649159
544,wynyard,-41.0,145.7167,11.25,75,7,4.93,AU,1691649159
545,hotan,37.0997,79.9269,35.34,15,6,4.21,CN,1691649159
546,waingapu,-9.6567,120.2641,28.2,55,0,5.38,ID,1691649159
547,manta,-0.95,-80.7333,25.56,78,75,7.6,EC,1691649160
548,rodoc,43.3089,17.8069,21.94,46,0,1.03,BA,1691649160
549,mayna,54.1135,47.6231,27.74,32,0,1.99,RU,1691649160
550,santa cruz,-17.8,-63.1667,21.7,88,0,5.66,BO,1691649126
551,vilyuysk,63.7553,121.6247,26.73,31,5,4.83,RU,1691649161
552,palu,-0.8917,119.8707,28.42,87,59,1.57,ID,1691649161
553,kourou,5.1552,-52.6478,23.03,91,23,2.64,GF,1691649161
554,ryotsu-minato,38.0833,138.4333,33.27,54,0,4.86,JP,1691649161
555,chernyshevskiy,63.0128,112.4714,26.2,49,29,2.1,RU,1691649161
556,cuatro cienegas de carranza,26.9833,-102.0833,27.88,39,3,1.17,MX,1691649162
557,dongsheng,39.8161,109.9776,30.73,41,100,6.41,CN,1691649162
558,south hedland,-20.4089,118.5983,31.96,15,5,3.6,AU,1691649162
559,katsuura,35.1333,140.3,28.19,80,1,5.38,JP,1691649162
560,suntar,62.1444,117.6319,30.57,31,6,3.88,RU,1691649162
561,zeya,53.75,127.2667,28.04,34,6,4.06,RU,1691649163
562,kiama,-34.6833,150.8667,19.1,44,4,5.81,AU,1691649163
563,kotido,2.9806,34.1331,25.07,51,3,5.5,UG,1691649163
564,thames,-37.1333,175.5333,8.84,89,100,3.17,NZ,1691649163
565,petrolina,-9.3986,-40.5008,21.03,78,40,3.09,BR,1691649164
566,yanchep,-31.55,115.6833,13.3,82,100,3.76,AU,1691649164
